Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing
8.8,0.4,1.4865262515262514,0.58,4.5591352563522705,0.1636507936507936,0.04
8.918367346938776,0.42857142857142855,1.4392938127632005,0.5714285714285714,4.587119648174294,0.14949789439585356,0.04081632653061224
9.25531914893617,0.5106382978723404,1.4083253346131286,0.574468085106383,4.804600015984528,0.1675109760216143,0.0425531914893617
9.456521739130435,0.5217391304347826,1.3997964593923002,0.5869565217391305,4.763792586454963,0.15295429208472686,0.043478260869565216
9.886363636363637,0.5454545454545454,1.6586706851799733,0.6363636363636364,4.705042052821214,0.1360972360972361,0.045454545454545456
10.209302325581396,0.5348837209302325,1.6208281762317331,0.6046511627906976,5.40784058163401,0.1392622880994974,0.046511627906976744
3.1319444444444446,0.0763888888888889,1.291531635802469,0.3472222222222222,1.8154456879353476,0.14652777777777776,0.04861111111111111
3.2142857142857144,0.07857142857142857,1.1635119047619047,0.35714285714285715,1.8811555347552713,0.16499999999999998,0.05
3.2753623188405796,0.07246376811594203,1.2611312399355876,0.36231884057971014,1.849230957975688,0.15640096618357488,0.050724637681159424
3.2681159420289854,0.07971014492753623,1.2142713365539453,0.37681159420289856,1.8280580557403239,0.1618357487922705,0.050724637681159424
3.2681159420289854,0.07971014492753623,1.1874597423510465,0.3695652173913043,1.857108563393011,0.16847826086956522,0.050724637681159424
3.3161764705882355,0.08823529411764706,1.136764705882353,0.375,1.8680754487849092,0.15955882352941173,0.051470588235294115
3.3088235294117645,0.08823529411764706,1.1397058823529411,0.375,1.8306873359490847,0.1636029411764706,0.051470588235294115
3.323529411764706,0.07352941176470588,1.3511697860962566,0.3897058823529412,1.8373841166606573,0.16727941176470587,0.051470588235294115
3.4135338345864663,0.07518796992481203,1.2760082023239916,0.39097744360902253,1.8860812142577608,0.14962406015037594,0.05263157894736842
3.5,0.07692307692307693,1.3144289044289044,0.3923076923076923,1.9113476530773437,0.14615384615384616,0.05384615384615385
2.9047619047619047,0.06802721088435375,1.3244789979483858,0.3469387755102041,1.6573497857622097,0.15476190476190477,0.05442176870748299
3.5625,0.078125,1.3858876149891777,0.3984375,1.8816973563633663,0.140625,0.0546875
3.5703125,0.078125,1.3987689393939393,0.421875,1.839376151303548,0.125,0.0546875
3.047945205479452,0.0684931506849315,1.2837709284627092,0.3424657534246575,1.7222322959598237,0.13767123287671232,0.0547945205479452
6.442857142857143,0.22857142857142856,2.1578303442589153,0.5714285714285714,3.1088266778045703,0.11011904761904763,0.05714285714285714
8.666666666666666,0.39215686274509803,1.8018775886422944,0.6078431372549019,4.464324817755914,0.11898537192654839,0.058823529411764705
6.746268656716418,0.23880597014925373,2.132144472442979,0.582089552238806,3.104030731848593,0.11398365316275764,0.05970149253731343
6.7611940298507465,0.2537313432835821,2.0318720251556073,0.5522388059701493,3.151891307614498,0.11634683724235964,0.05970149253731343
6.863636363636363,0.25757575757575757,2.111623099123099,0.5757575757575758,3.1131348174482247,0.1186868686868687,0.06060606060606061
7.046875,0.296875,1.7441114874708625,0.546875,3.2803830109322143,0.11477481617647059,0.0625
7.0625,0.265625,2.003683035714286,0.5625,3.2020268878440405,0.10825892857142858,0.0625
4.870967741935484,0.13978494623655913,2.000696674890223,0.5268817204301075,2.267521770339181,0.11075268817204302,0.06451612903225806
7.377049180327869,0.2786885245901639,1.5416515499929195,0.5409836065573771,4.125159377613231,0.11131201114325512,0.06557377049180328
7.360655737704918,0.2786885245901639,1.5733535750652434,0.5409836065573771,4.076388093730818,0.10906193078324225,0.06557377049180328
5.658227848101266,0.189873417721519,2.034560341205911,0.5189873417721519,2.887594480273448,0.11935343757756268,0.0759493670886076
5.894736842105263,0.21052631578947367,2.080003512569302,0.5263157894736842,2.914302299820121,0.1174858101135191,0.07894736842105263
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
